MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
1-02243-0236,"70 PARK TERRACE
New York, NY
(40.713876453700856, -74.01068829201512)",INWOOD,D4-ELEVATOR,85,1939,85740,1055459,12.31,495577,5.78,559882,3549000,41.39,1-02243-0030,"5009 BROADWAY
New York, NY
(40.86918853224148, -73.91700175542388)",INWOOD,D7-ELEVATOR,79,1929,83766,1043298,12.45,398403,4.76,644895,3014000,35.98,0.13,1-02243-0045,"10 PARK TERRACE
New York, NY
(40.547492877915246, -74.15136868559615)",INWOOD,D1-ELEVATOR,72,1925,80808,982513,12.16,548522,6.79,433991,2758000,34.13,0.13,, , , , , , , , , , , , , , 
1-02243-0240,"60 PARK TERRACE
New York, NY
(40.713847049779865, -74.01062335835627)",INWOOD,D4-ELEVATOR,78,1939,87400,1075894,12.31,505172,5.78,570722,3617000,41.38,1-02243-0030,"5009 BROADWAY
New York, NY
(40.86918853224148, -73.91700175542388)",INWOOD,D7-ELEVATOR,79,1929,83766,1043298,12.45,398403,4.76,644895,3014000,35.98,0.13,1-02243-0045,"10 PARK TERRACE
New York, NY
(40.547492877915246, -74.15136868559615)",INWOOD,D1-ELEVATOR,72,1925,80808,982513,12.16,548522,6.79,433991,2758000,34.13,0.13,, , , , , , , , , , , , , , 
1-02243-0289,"532 218 STREET
New York, NY
(40.87188454979283, -73.91580128134187)",INWOOD,D4-ELEVATOR,69,1951,62110,932271,15.01,454645,7.32,477626,2981000,48,1-02243-0283,"520 218 STREET
New York, NY
(40.871590363570604, -73.9150962488438)",INWOOD,D1-ELEVATOR,60,1927,67734,1032337,15.24,478459,7.06,553878,3805000,56.18,0,1-02250-0050,"583 215 STREET
New York, NY
(40.871944007864464, -73.91905575270535)",INWOOD,D1-ELEVATOR,67,1930,68592,1013104,14.77,537075,7.83,476029,3284000,47.88,0.13,, , , , , , , , , , , , , , 
1-02243-0306,"95 PARK TERRACE
New York, NY
(40.71399408670826, -74.01080703811166)",INWOOD,D4-ELEVATOR,46,1925,41176,618052,15.01,301408,7.32,316644,2179000,52.92,1-02243-0283,"520 218 STREET
New York, NY
(40.871590363570604, -73.9150962488438)",INWOOD,D1-ELEVATOR,60,1927,67734,1032337,15.24,478459,7.06,553878,3805000,56.18,0,1-02250-0050,"583 215 STREET
New York, NY
(40.871944007864464, -73.91905575270535)",INWOOD,D1-ELEVATOR,67,1930,68592,1013104,14.77,537075,7.83,476029,3284000,47.88,0.13,, , , , , , , , , , , , , , 
1-02243-0309,"98 PARK TERRACE
New York, NY
(40.7139587846773, -74.0108701062548)",INWOOD,D4-ELEVATOR,49,1949,42763,644011,15.06,311315,7.28,332696,2289000,53.53,1-02250-0018,"580 215 STREET
New York, NY
(40.87185041159452, -73.91904345999816)",INWOOD,D1-ELEVATOR,52,1953,42933,712142,16.59,315131,7.34,397011,2874000,66.94,0.2,1-02243-0335,"30 PARK TERRACE
New York, NY
(40.71329915984209, -74.00940799681482)",INWOOD,D1-ELEVATOR,49,1937,41151,556295,13.52,296932,7.22,259363,1717000,41.72,0.16,, , , , , , , , , , , , , , 
1-02243-0313,"90 PARK TERRACE
New York, NY
(40.713935261538964, -74.01081815932429)",INWOOD,D4-ELEVATOR,49,1949,44283,627047,14.16,282083,6.37,344964,2392000,54.02,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532227904, -73.91808094185905)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0.18,1-02242-0033,"647 207 STREET
New York, NY
(40.756053999992105, -73.9869510002884)",INWOOD,D7-ELEVATOR,28,1954,19044,264187,13.87,115665,6.07,148522,914000,47.99,0.3,, , , , , , , , , , , , , , 
1-02243-0317,"60 PARK TERRACE
New York, NY
(40.713847049779865, -74.01062335835627)",INWOOD,D4-ELEVATOR,75,1956,70245,1015040,14.45,533862,7.6,481178,3330000,47.41,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532227904, -73.91808094185905)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0.18,1-02228-0042,"272 SHERMAN AVENUE
New York, NY
(40.866535532255, -73.9180000028764)",INWOOD,D7-ELEVATOR,63,1928,45072,651123,14.45,393701,8.73,257422,1781000,39.51,0.28,, , , , , , , , , , , , , , 
1-02243-0332,"48 PARK TERRACE
New York, NY
(40.713636791764564, -74.01014460111946)",INWOOD,D4-ELEVATOR,72,1941,106983,1331938,12.45,509239,4.76,822699,5518000,51.58,1-02243-0283,"520 218 STREET
New York, NY
(40.871590363570604, -73.9150962488438)",INWOOD,D1-ELEVATOR,60,1927,67734,1032337,15.24,478459,7.06,553878,3805000,56.18,0.07,1-02243-0030,"5009 BROADWAY
New York, NY
(40.86918853224148, -73.91700175542388)",INWOOD,D7-ELEVATOR,79,1929,83766,1043298,12.45,398403,4.76,644895,3014000,35.98,0.16,1-02243-0045,10 PARK TERRACE EAST,INWOOD,D1-ELEVATOR,72,1925,"80,808","982,513",12.16,"548,522",6.79,"433,991","2,758,000",34.13,0.16
1-02243-0347,"50 PARK TERRACE
New York, NY
(40.713673411047466, -74.01022747998323)",INWOOD,D4-ELEVATOR,50,1925,47477,686043,14.45,306701,6.46,379342,2625000,55.29,1-02243-0358,"235 SEAMAN AVENUE
New York, NY
(40.87134690511175, -73.91876442660129)",INWOOD,D1-ELEVATOR,52,1935,47180,751623,15.93,228410,4.84,523213,3571000,75.69,0.06,1-02243-0241,"5025 BROADWAY
New York, NY
(40.86941336274879, -73.91658806729038)",INWOOD,D7-ELEVATOR,75,1925,61380,813609,13.26,396334,6.46,417275,2771000,45.14,0.07,1-02250-0080,254 SEAMAN AVENUE,INWOOD,D1-ELEVATOR,61,1925,"54,261","783,919",14.45,"350,608",6.46,"433,311","2,651,000",48.86,0.13
1-02243-0354,"45 PARK TERRACE
New York, NY
(40.713555126557864, -74.00982591120629)",INWOOD,D4-ELEVATOR,48,1940,47180,700623,14.85,318937,6.76,381686,2631000,55.77,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532227904, -73.91808094185905)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0.09,1-02243-0283,"520 218 STREET
New York, NY
(40.871590363570604, -73.9150962488438)",INWOOD,D1-ELEVATOR,60,1927,67734,1032337,15.24,478459,7.06,553878,3805000,56.18,0.14,, , , , , , , , , , , , , , 
1-02243-0366,"251 SEAMAN AVENUE
New York, NY
(40.87192247121055, -73.9179730232155)",INWOOD,D4-ELEVATOR,67,1939,63804,932176,14.61,447904,7.02,484272,3058000,47.93,1-02250-0050,"583 215 STREET
New York, NY
(40.871944007864464, -73.91905575270535)",INWOOD,D1-ELEVATOR,67,1930,68592,1013104,14.77,537075,7.83,476029,3284000,47.88,0.06,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532227904, -73.91808094185905)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0.06,, , , , , , , , , , , , , , 
1-02243-0399,"57 PARK TERRACE
New York, NY
(40.71382341226362, -74.0104256551722)",INWOOD,D4-ELEVATOR,51,1937,50117,761277,15.19,283161,5.65,478116,3286000,65.57,1-02243-0358,"235 SEAMAN AVENUE
New York, NY
(40.87134690511175, -73.91876442660129)",INWOOD,D1-ELEVATOR,52,1935,47180,751623,15.93,228410,4.84,523213,3571000,75.69,0.08,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532227904, -73.91808094185905)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0.06,, , , , , , , , , , , , , , 
1-02246-0110,"1825 RIVERSIDE DRIVE
New York, NY
(40.865708155988045, -73.92885481977004)",WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,42,1926,57796,801631,13.87,325391,5.63,476240,3139000,54.31,1-02175-0027,"4706 BROADWAY
New York, NY
(40.864413132265895, -73.92920555536148)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,63,1930,67800,972643,14.35,333015,4.91,639628,3223000,47.54,0.15,1-02175-0033,"4720 BROADWAY
New York, NY
(40.864754874637015, -73.92871992146564)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,52,1920,52378,723864,13.82,361932,6.91,361932,2387000,45.57,0.16,, , , , , , , , , , , , , , 
1-02246-0120,"1803 RIVERSIDE DRIVE
New York, NY
(40.86610385768097, -73.92999695874727)",WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,74,1920,86352,1198566,13.88,461983,5.35,736583,4854000,56.21,1-02246-0125,"1795 RIVERSIDE DRIVE
New York, NY
(40.86631070174769, -73.93028474179664)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,75,1925,80736,1025912,12.71,497090,6.16,528822,3537000,43.81,0,1-02246-0135,"1781 RIVERSIDE DRIVE
New York, NY
(40.86671539666088, -73.93080634857364)",WASHINGTON HEIGHTS UPPER,D1-ELEVATOR,65,1920,72602,1091820,15.04,329925,4.54,761895,5242000,72.2,0.05,, , , , , , , , , , , , , , 
1-02246-0130,"1793 RIVERSIDE DRIVE
New York, NY
(40.86655351869558, -73.9305905112866)",WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,62,1926,66456,956302,14.39,352881,5.31,603421,4177000,62.85,1-02175-0170,"98 THAYER STREET
New York, NY
(40.86435917294409, -73.92764073503048)",WASHINGTON HEIGHTS UPPER,D1-ELEVATOR,59,1929,54732,789978,14.43,311787,5.7,478191,3310000,60.48,0.24,1-02175-0027,"4706 BROADWAY
New York, NY
(40.864413132265895, -73.92920555536148)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,63,1930,67800,972643,14.35,333015,4.91,639628,3223000,47.54,0.22,, , , , , , , , , , , , , , 
1-02248-0001,"91 PAYSON AVENUE
New York, NY
(40.86813632546716, -73.92675939944178)",INWOOD,D4-ELEVATOR,72,1935,82272,1074472,13.06,489518,5.95,584954,3896000,47.36,1-02248-0117,"100 SEAMAN AVENUE
New York, NY
(40.86840612207595, -73.92425029098001)",INWOOD,D1-ELEVATOR,84,1929,90298,1102969,12.21,468073,5.18,634896,4031000,44.64,0,1-02248-0024,"139 PAYSON AVENUE
New York, NY
(40.868783837328294, -73.92496075538315)",INWOOD,D1-ELEVATOR,61,1927,61584,856577,13.91,379133,6.16,477444,3145000,51.07,0,, , , , , , , , , , , , , , 
1-02248-0009,"115 PAYSON AVENUE
New York, NY
(40.8684870610586, -73.92623779266478)",INWOOD,D4-ELEVATOR,37,1937,31140,441254,14.17,203344,6.53,237910,1650000,52.99,1-02248-0109,"116 SEAMAN AVENUE
New York, NY
(40.86858598648183, -73.9237466706436)",INWOOD,D1-ELEVATOR,32,1937,23418,361612,15.44,143352,6.12,218260,1497000,63.93,0,1-02248-0012,"119 PAYSON AVENUE
New York, NY
(40.868603972922415, -73.92586907063276)",INWOOD,D1-ELEVATOR,43,1930,43911,566455,12.9,289649,6.6,276806,1847000,42.06,0,, , , , , , , , , , , , , , 
1-02250-0014,"586 215 STREET
New York, NY
(40.871971580230785, -73.91918435376127)",INWOOD,D4-ELEVATOR,50,1937,38505,568719,14.77,291483,7.57,277236,1913000,49.68,1-02240-0006,"121 SEAMAN AVENUE
New York, NY
(40.86875685766739, -73.9232790231884)",INWOOD,D1-ELEVATOR,41,1932,36793,559622,15.21,285146,7.75,274476,1886000,51.26,0.28,1-02250-0050,"583 215 STREET
New York, NY
(40.871944007864464, -73.91905575270535)",INWOOD,D1-ELEVATOR,67,1930,68592,1013104,14.77,537075,7.83,476029,3284000,47.88,0.06,1-02250-0080,254 SEAMAN AVENUE,INWOOD,D1-ELEVATOR,61,1925,"54,261","783,919",14.45,"350,608",6.46,"433,311","2,651,000",48.86,0.06
1-02250-0054,"25 INDIAN ROAD
New York, NY
(40.87258796951221, -73.91899825032891)",INWOOD,D4-ELEVATOR,50,1953,55296,807875,14.61,388178,7.02,419697,2899000,52.43,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532227904, -73.91808094185905)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0,1-02250-0050,"583 215 STREET
New York, NY
(40.871944007864464, -73.91905575270535)",INWOOD,D1-ELEVATOR,67,1930,68592,1013104,14.77,537075,7.83,476029,3284000,47.88,0,, , , , , , , , , , , , , , 
1-02250-0072,"270 SEAMAN AVENUE
New York, NY
(40.87224622714109, -73.91752336220088)",INWOOD,D4-ELEVATOR,50,1926,50066,760503,15.19,282873,5.65,477630,2794000,55.81,1-02250-0080,"254 SEAMAN AVENUE
New York, NY
(40.871841532227904, -73.91808094185905)",INWOOD,D1-ELEVATOR,61,1925,54261,783919,14.45,350608,6.46,433311,2651000,48.86,0,1-02243-0358,"235 SEAMAN AVENUE
New York, NY
(40.87134690511175, -73.91876442660129)",INWOOD,D1-ELEVATOR,52,1935,47180,751623,15.93,228410,4.84,523213,3571000,75.69,0.09,, , , , , , , , , , , , , , 
1-02250-0084,"244 SEAMAN AVENUE
New York, NY
(40.87168864748293, -73.91828778592577)",INWOOD,D4-ELEVATOR,76,1966,78130,1153980,14.77,591444,7.57,562536,3751000,48.01,1-02243-0283,"520 218 STREET
New York, NY
(40.871590363570604, -73.9150962488438)",INWOOD,D1-ELEVATOR,60,1927,67734,1032337,15.24,478459,7.06,553878,3805000,56.18,0.13,1-02250-0050,"583 215 STREET
New York, NY
(40.871944007864464, -73.91905575270535)",INWOOD,D1-ELEVATOR,67,1930,68592,1013104,14.77,537075,7.83,476029,3284000,47.88,0,1-02250-0080,254 SEAMAN AVENUE,INWOOD,D1-ELEVATOR,61,1925,"54,261","783,919",14.45,"350,608",6.46,"433,311","2,651,000",48.86,0
